ENTRY,NAME,FORMULA
C00694,beta-D-Galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-R,C14H24NO11R
C00695,Cholic acid,C24H40O5
C00696,Prostaglandin D2,C20H32O5
C00697,Nitrogen,N2
C00698,Cl-,Cl
C00700,XTP,C10H15N4O15P3
C00701,Base,
C00703,Mercury(2+),Hg
C00704,Superoxide,O2
C00705,dCDP,C9H15N3O10P2
C00706,Amine,NH2R
C00707,Xylan,(C5H8O4)n. (C5H7O4R)n
C00708,Iodide,I
C00711,Malate,C4H6O5
C00712,(9Z)-Octadecenoic acid,C18H34O2
C00713,Panose,C18H32O16
C00714,Pectin,(C26H36O24)n
C00715,Pterin,C6H5N5O
C00716,Serine,C3H7NO3
C00717,Alditol,C2H5O2R
C00718,Amylose,(C6H10O5)n
C00719,Betaine,C5H11NO2
C00720,RBr,BrR
C00721,Dextrin,(C12H20O10)n
C00722,Epoxide,C2H2OR2
C00723,Insulin,
C00725,Lipoate,C8H14O2S2
C00726,Nitrile,CNR
C00727,Orcinol,C7H8O2
C00729,Tropine,C8H15NO
C00732,Ubenimex,C16H24N2O4
C00734,Chitosan,C12H24N2O9(C6H11NO4)n
C00735,Cortisol,C21H30O5
C00736,Cysteine,C3H7NO2S
C00737,D-Aldose,C6H12O6
C00738,D-Hexose,C6H12O6
C00739,D-Lysine,C6H14N2O2
C00740,D-Serine,C3H7NO3
C00741,Diacetyl,C4H6O2
C00742,Fluoride,F
C00744,Macrocin,C45H75NO17
C00745,Nicotine,C10H14N2
C00746,Oxytocin,C43H66N12O12S2
C00747,Pyridine,C5H5N
C00748,Siroheme,C42H44FeN4O16
C00750,Spermine,C10H26N4
C00751,Squalene,C30H50
C00752,Thrombin,
C00753,Tungsten,W
C00755,4-Hydroxy-3-methoxy-benzaldehyde,C8H8O3
C00756,1-Octanol,C8H18O
C00757,Berberine,C20H18NO4
C00758,Bergaptol,C11H6O4
C00759,Caldesmon,
C00760,Cellulose,(C6H10O5)n
C00761,Coniferin,C16H22O8
C00762,Cortisone,C21H28O5
C00763,D-Proline,C5H9NO2
C00764,D-Sorbose,C6H12O6
C00765,Digitonin,C56H92O29
C00766,Flavanone,C15H12O2
C00768,Histidine,C6H9N3O2
C00770,L-Idonate,C6H12O7
C00771,Laminarin,C12H22O11(C6H10O5)n
C00772,Mevaldate,C6H10O4
C00773,Pepstatin,C34H63N5O9
C00774,Phloretin,C15H14O5
C00775,Porphyran,
C00777,Retinoate,C20H28O2
C00778,Rhodopsin,C20H28R
C00779,Scytalone,C10H10O4
C00780,Serotonin,C10H12N2O
C00783,Tropinone,C8H13NO
C00785,Urocanate,C6H6N2O2
C00786,(-)-Vestitone,C16H14O5
C00787,tRNA(Tyr),
C00788,L-Adrenaline,C9H13NO3
C00789,CDP-ribitol,C14H25N3O15P2
C00791,Creatinine,C4H7N3O
C00792,D-Arginine,C6H14N4O2
C00793,D-Cysteine,C3H7NO2S
C00794,D-Sorbitol,C6H14O6
C00795,D-Tagatose,C6H12O6
C00796,Dicumarol,C19H12O6
C00797,Ethylamine,C2H7N
C00798,Formyl-CoA,C22H36N7O17P3S
C00799,Isoflavone,C15H10O2
C00800,L-Gulonate,C6H12O7
C00801,Nucleoside,C5H9O4R
C00802,Oxalureate,C3H4N2O4
C00803,Pentanoate,C5H10O2
C00804,Propynoate,C3H2O2
C00805,Salicylate,C7H6O3
C00806,Tryptophan,C11H12N2O2
C00807,Xyloglucan,
C00808,(+)-Camphor,C10H16O
C00809,(-)-Camphor,C10H16O
C00810,(R)-Acetoin,C4H8O2
C00811,4-Coumarate,C9H8O3
C00812,Alkyl thiol,HSR
C00813,Barbiturate,C4H4N2O3
C00814,Biochanin A,C16H12O5
C00815,Citramalate,C5H8O5
C00816,Collagenase,
C00817,D-Altronate,C6H12O7
C00818,D-Glucarate,C6H10O8
C00819,D-Glutamine,C5H10N2O3
C00820,D-Threonine,C4H9NO3
C00821,DNA adenine,C10H14N5O6P(C5H8O5PR)n(C5H8O5PR)n
C00822,Dopaquinone,C9H9NO4
C00823,1-Hexadecanol,C16H34O
C00824,Iron-sulfur,
C00825,Kanamycin B,C18H37N5O10
C00826,L-Arogenate,C10H13NO5
C00827,Lactoyl-CoA,C24H40N7O18P3S
C00828,Menaquinone,C16H16O2(C5H8)n
C00829,Naphthalene,C10H8
C00830,Oxomalonate,C3H2O5
C00831,Pantetheine,C11H22N2O4S
C00832,Paromomycin,C23H45N5O14
C00835,Sepiapterin,C9H11N5O3
C00836,Sphinganine,C18H39NO2
C00837,Streptidine,C8H18N6O4
C00839,Tropomyosin,C4H6N2O3R2
C00840,Vasopressin,
C00841,Xanthotoxol,C11H6O4
C00842,dTDP-glucose,C16H26N2O16P2
C00843,(-)-Menthone,C10H18O
C00844,Prunasin,C14H17NO6
C00845,2-Furoyl-CoA,C26H38N7O18P3S
C00846,3-Oxoadipate,C6H8O5
C00847,4-Pyridoxate,C8H9NO4
C00848,6-Oxocineole,C10H16O2
C00849,Ethyl acetate,C4H8O2
C00850,Aryl sulfate,C6H6O4S
C00852,Chlorogenate,C16H18O9
C00853,Cob(I)alamin,C62H89CoN13O14P
C00854,Cyclohexanol,C6H12O
C00855,D-Methionine,C5H11NO2S
C00856,DNA cytosine,C9H14N3O7P(C5H8O5PR)n(C5H8O5PR)n
C00857,Deamino-NAD+,C21H27N6O15P2
C00858,Formononetin,C16H12O4
C00859,Gibberellin A1,C19H24O6
C00860,L-Histidinol,C6H11N3O
C00861,L-Rhamnulose,C6H12O5
C00862,Methanofuran,C34H44N4O15
C00863,Monoterpenol,HOR
C00864,Pantothenate,C9H17NO5
C00865,Phospholipid,C5H6O8PR3
C00868,tRNA uridine,C9H13N2O9P(C5H8O6PR)n(C5H8O6PR)n
C00869,2-Oxooctadecanoic acid,C18H34O3
C00870,4-Nitrophenol,C6H5NO3
C00871,Alkylated DNA,C10H17O8PR2(C5H8O5PR)n
C00872,Aminomalonate,C3H5NO4
C00873,Angiotensin I,C62H89N17O14
C00875,Cephalosporin,C8H8N2O3SR2
C00876,Coenzyme F420,C29H36N5O18P
C00877,Crotonoyl-CoA,C25H40N7O17P3S
C00878,D-Arabinonate,C5H10O6
C00879,D-Galactarate,C6H10O8
C00880,D-Galactonate,C6H12O7
C00881,Deoxycytidine,C9H13N3O4
C00882,Dephospho-CoA,C21H35N7O13P2S
C00883,Galactomannan,C18H32O16
C00884,Homocarnosine,C10H16N4O3
C00885,Isochorismate,C10H10O6
C00886,L-Alanyl-tRNA,C13H22NO11PR2(C5H8O6PR)n
C00887,Nitrous oxide,N2O
C00888,Pentanoyl-CoA,C26H44N7O17P3S
C00889,Peptidoglycan,(C32H48N6O18R2)n
C00891,Pregnan-21-al,C21H34O
C00892,Pregnan-21-ol,C21H36O
C00893,Primary monoamine,NH2R
C00894,Propenoyl-CoA,C24H38N7O17P3S
C00895,RNA (poly(A)),C20H25N10O10P(C10H12N5O6P)n
C00896,Tos-Lys-CH2Cl,C14H21ClN2O3S
C00897,alpha-Maltose,C12H22O11
C00898,"(R,R)-Tartaric acid",C4H6O6
C00899,11-cis-Retinol,C20H30O
C00900,2-Acetolactate,C5H8O4
C00902,2-Oxohexanoic acid,C6H10O3
C00903,Cinnamaldehyde,C9H8O
C00904,Citramalyl-CoA,C26H42N7O20P3S
C00905,D-Fructuronate,C6H10O7
C00906,"5,6-Dihydrothymine",C5H8N2O2
C00908,Gentamicin C1a,C19H39N5O7
C00909,Leukotriene A4,C20H30O3
C00911,Ribonucleoside,C5H9O4R
C00912,alpha-D-Glucan,
C00913,3-Methyladenine,C6H7N5
C00915,Benzyl viologen,C24H22N2
C00916,Cephalosporin C,C16H21N3O8S
C00917,Chelating agent,
C00918,Chloramphenicol,C11H12Cl2N2O5
C00919,Choline sulfate,C5H13NO4S
C00920,CoA-glutathione,C31H51N10O22P3S2
C00921,Dihydropteroate,C14H14N6O3
C00922,"2,3-Dimethylmaleate",C6H8O4
C00923,Ferricytochrome,
C00924,Ferrocytochrome,
C00925,Heparan sulfate,(C12H15NO10(R1)3(R2))n
C00927,Isonocardicin A,C23H24N4O9
C00928,Mercaptoethanol,C2H6OS
C00929,Oligonucleotide,C10H17O8PR2(C5H8O5PR)n
C00930,Oligosaccharide,(C12H20O11)n
C00931,Porphobilinogen,C10H14N2O4
C00933,Sinapine,C16H24NO5
C00934,Sugar phosphate,
C00935,UDP-L-arabinose,C14H22N2O16P2
C00936,alpha-D-Mannose,C6H12O6
C00937,(R)-Lactaldehyde,C3H6O2
C00938,"1,3-beta-D-Xylan",(C5H8O5)n
C00939,2-Aminoadenosine,C10H14N6O4
C00940,2-Oxoglutaramate,C5H7NO4
C00941,"3',5'-Cyclic CMP",C9H12N3O7P
C00942,"3',5'-Cyclic GMP",C10H12N5O7P
C00943,"3',5'-Cyclic IMP",C10H11N4O7P
C00944,3-Dehydroquinate,C7H10O6
C00946,Adenosine 2'-phosphate,C10H14N5O7P
C00949,Cytochrome c-552,
C00950,Dithioerythritol,C4H10O2S2
C00951,Estradiol-17beta,C18H24O2
C00952,Fibrinopeptide A,
C00954,Indole-3-acetate,C10H9NO2
C00955,Indole-3-ethanol,C10H11NO
C00956,L-2-Aminoadipate,C6H11NO4
C00957,Mercaptopyruvate,C3H4O3S
C00958,Plasmenylcholine,C11H21NO7PR2
C00959,Prostaglandin B1,C20H32O4
C00960,RNA 5'-phosphate,C10H18O13P2R2(C5H8O6PR)n
C00961,Sterigmatocystin,C18H12O6
C00962,beta-D-Galactose,C6H12O6
C00963,beta-D-Glucoside,C6H11O6R
C00964,(-)-trans-Carveol,C10H16O
C00965,"1,3-beta-D-Glucan",(C6H10O5)n
C00966,2-Dehydropantoate,C6H10O4
C00968,"3',5'-Cyclic dAMP",C10H12N5O5P
C00969,3-Hydroxypropanal,C3H6O2
C00971,4-Pyridoxolactone,C8H7NO3
C00972,Aromatic oxo acid,C3H3O3R
C00973,Cyclomaltodextrin,(C6H10O5)n
C00974,Dihydrokaempferol,C15H12O6
C00975,Dihydroxyfumarate,C4H4O6
C00976,GDP-D-mannuronate,C16H23N5O17P2
C00977,L-Tryptophanamide,C11H13N3O
C00978,N-Acetylserotonin,C12H14N2O2
C00979,O-Acetyl-L-serine,C5H9NO4
C00980,Polyvinyl alcohol,(C2H4O)n
C00982,Renilla luciferin,C26H21N3O2
C00984,alpha-D-Galactose,C6H12O6
C00985,p-Mercuribenzoate,C7H5HgO2R
C00986,"1,3-Diaminopropane",C3H10N2
C00988,2-Phosphoglycolate,C2H5O6P
C00989,4-Hydroxybutanoic acid,C4H8O3
C00990,5-Aminopentanamide,C5H12N2O
C00991,alpha-D-Aldose 1-phosphate,
C00992,Aquacob(III)alamin,C62H90CoN13O15P
C00993,D-Alanyl-D-alanine,C6H12N2O3
C00994,D-Prephenyllactate,C13H14O8
C00995,Ferricytochrome b1,
C00996,Ferricytochrome b5,
C00997,Ferricytochrome c2,
C00998,Ferrocytochrome b1,
C00999,Ferrocytochrome b5,
C01000,Ferrocytochrome c2,
C01001,Formylmethanofuran,C35H44N4O16
C01002,Hexose 1-phosphate,C6H13O9P
C01003,Myosin light chain,C4H6N2O3R2
C01004,N-Methylnicotinate,C7H7NO2
C01005,O-Phospho-L-serine,C3H8NO6P
C01007,Reduced riboflavin,C17H22N4O6
C01008,Trimethylsulfonium,C3H9S
C01009,UDP-2-deoxyglucose,C15H24N2O16P2
C01010,Urea-1-carboxylate,C2H4N2O3
C01011,(3S)-Citramalyl-CoA,C26H42N7O20P3S
C01012,(R)-Pantolactone,C6H10O3
C01013,3-Hydroxypropanoate,C3H6O3
C01014,3-Isopropylcatechol,C9H12O2
C01015,cis-4-Hydroxy-L-proline,C5H9NO3
C01016,5'-Phosphomonoester,C5H10O7PR
C01017,5-Hydroxytryptophan,C11H12N2O3
C01018,6-Deoxy-D-galactose,C6H12O5
C01019,L-Fucose,C6H12O5
C01020,6-Hydroxynicotinate,C6H5NO3
C01021,Aromatic amino acid,C3H6NO2R
C01022,Caldesmon phosphate,
C01023,Dihydrostreptomycin,C21H41N7O12
C01024,Hydroxymethylbilane,C40H46N4O17
C01025,Lipid hydroperoxide,HO2R
C01026,"N,N-Dimethylglycine",C4H9NO2
C01028,N6-Hydroxy-L-lysine,C6H14N2O3
C01029,N8-Acetylspermidine,C9H21N3O
C01031,S-Formylglutathione,C11H17N3O7S
C01032,alpha-L-Arabinoside,C5H9O5R
C01033,2-Methylbutanoyl-CoA,C26H44N7O17P3S
C01034,3-Oxo-Delta5-steroid,C19H28O
C01035,4-Guanidinobutanoate,C5H11N3O2
C01036,4-Maleylacetoacetate,C8H8O6
C01037,"7,8-Diaminononanoate",C9H20N2O2
C01040,"L-Gulono-1,4-lactone",C6H10O6
C01041,Monodehydroascorbate,C6H7O6
C01042,N-Acetyl-L-aspartate,C6H9NO5
C01043,N-Carbamoylsarcosine,C4H8N2O3
C01044,N-Formyl-L-aspartate,C5H7NO5
C01045,N-Formyl-L-glutamate,C6H9NO5
C01046,N-Methyl-L-glutamate,C6H11NO4
C01047,N5-Ethyl-L-glutamine,C7H14N2O3
C01048,Polyprenyl phosphate,C5H11O4P(C5H8)n
C01050,UDP-N-acetylmuramate,C20H31N3O19P2
C01051,Uroporphyrinogen III,C40H44N4O16
C01053,(R)-4-Dehydropantoate,C6H10O4
C01054,"(S)-2,3-Epoxysqualene",C30H50O
C01056,(S)-6-Hydroxynicotine,C10H14N2O
C01058,11beta-Hydroxysteroid,
C01059,"2,5-Dihydroxypyridine",C5H5NO2
C01060,"3,5-Diiodo-L-tyrosine",C9H9I2NO3
C01061,4-Fumarylacetoacetate,C8H8O6
C01062,5-Dehydro-D-gluconate,C6H10O7
C01063,Pimeloyl-CoA,C28H46N7O19P3S
C01064,CMP-N-acylneuraminate,C19H28N4O16PR
C01065,Coagulation factor Xa,
C01066,"Cyclohexane-1,3-dione",C6H8O2
C01067,D-Galactose 6-sulfate,C6H12O9S
C01068,D-Ribitol 5-phosphate,C5H13O8P
C01069,Desulfoglucotropeolin,C14H19NO6S
C01070,Ferricytochrome c-553,
C01071,Ferrocytochrome c-553,
C01073,N-Acetyl-beta-alanine,C5H9NO3
C01074,N-Acetylgalactosamine,
C01075,N-Sulfo-D-glucosamine,C6H13NO8S
C01076,N-Terminal amino acid,C2H3NOR2
C01077,O-Acetyl-L-homoserine,C6H11NO4
C01078,Procollagen L-proline,C6H8N2O2R2
C01079,Protoporphyrinogen IX,C34H40N4O4
C01080,Reduced coenzyme F420,C29H38N5O18P
C01081,Thiamin monophosphate,C12H18N4O4PS
C01083,"alpha,alpha-Trehalose",C12H22O11
C01086,(3R)-3-Hydroxyacyl-CoA,C24H39N7O18P3SR
C01087,(R)-2-Hydroxyglutarate,C5H8O5
C01088,"(R)-3,3-Dimethylmalate",C6H10O5
C01089,(R)-3-Hydroxybutanoate,C4H8O3
C01090,16alpha-Hydroxysteroid,C19H32O2
C01091,Deacetylvindoline,C23H30N2O5
C01092,8-Amino-7-oxononanoate,C9H17NO3
C01093,"Cellobiono-1,5-lactone",C12H20O11
C01094,D-Fructose 1-phosphate,C6H13O9P
C01095,D-Ribose 5-diphosphate,C5H12O11P2
C01096,Sorbitol 6-phosphate,C6H15O9P
C01097,D-Tagatose 6-phosphate,C6H13O9P
C01099,L-Fuculose 1-phosphate,C6H13O8P
C01100,L-Histidinol phosphate,C6H12N3O4P
C01101,L-Ribulose 5-phosphate,C5H11O8P
C01102,O-Phospho-L-homoserine,C4H10NO6P
C01103,Orotidine 5'-phosphate,C10H13N2O11P
C01104,Trimethylamine N-oxide,C3H9NO
C01107,(R)-5-Phosphomevalonate,C6H13O7P
C01108,"1,2,3-Trihydroxybenzene",C6H6O3
C01109,4-Methylene-L-glutamine,C6H10N2O3
C01110,5-Amino-2-oxopentanoic acid,C5H9NO3
C01111,"7,8-Dihydroxykynurenate",C10H7NO5
C01112,D-Arabinose 5-phosphate,C5H11O8P
C01113,D-Galactose 6-phosphate,C6H13O9P
C01114,"L-Arabinono-1,4-lactone",C5H8O5
C01115,"L-Galactono-1,4-lactone",C6H10O6
C01117,Nucleoside 5'-phosphate,C5H10O7PR
C01118,O-Succinyl-L-homoserine,C8H13NO6
C01119,Oxidized dithiothreitol,C4H8O2S2
C01120,Sphinganine 1-phosphate,C18H40NO5P
C01121,Streptidine 6-phosphate,C8H19N6O7P
C01122,"cis-2,3-Dehydroacyl-CoA",C24H37N7O17P3SR
C01123,(-)-trans-Isopiperitenol,C10H16O
C01124,18-Hydroxycorticosterone,C21H30O5
C01125,"Dihydro-4,4-dimethyl-2,3-furandione",C6H8O3
C01126,"(2E,6E)-Farnesol",C15H26O
C01127,4-Hydroxy-2-oxoglutarate,C5H6O6
C01131,L-Rhamnulose 1-phosphate,C6H13O8P
C01132,N-Acetyl-D-galactosamine,C8H15NO6
C01133,N-Acetyl-D-glucosaminate,C8H15NO7
C01134,Pantetheine 4'-phosphate,C11H23N2O7PS
C01135,Phospho-beta-D-glucoside,
C01136,S-Acetyldihydrolipoamide,C10H19NO2S2
C01137,S-Adenosylmethioninamine,C14H23N6O3S
C01138,Streptomycin 6-phosphate,C21H40N7O15P
C01139,[Acetyl-CoA carboxylase],C4H6N2O3R2
C01140,alpha-D-Glucosyl-protein,C6H11O6R
C01141,beta-Adrenergic receptor,C4H6N2O3R2
C01142,"(3S)-3,6-Diaminohexanoate",C6H14N2O2
C01143,(R)-5-Diphosphomevalonate,C6H14O10P2
C01144,(S)-3-Hydroxybutanoyl-CoA,C25H42N7O18P3S
C01146,2-Hydroxy-3-oxopropanoate,C3H4O4
C01147,2-Hydroxycyclohexan-1-one,C6H10O2
C01149,4-Trimethylammoniobutanal,C7H16NO
C01151,"D-Ribose 1,5-bisphosphate",C5H12O11P2
C01152,N(pi)-Methyl-L-histidine,C7H11N3O2
C01153,Orthophosphoric monoester,H2PO4R
C01155,"Quercetin 3,3'-bissulfate",C15H10O13S2
C01156,"Quercetin 3,4'-bissulfate",C15H10O13S2
C01157,Hydroxyproline,C5H9NO3
C01158,1-O-Galloyl-beta-D-glucose,C13H16O10
C01159,"2,3-Bisphospho-D-glycerate",C3H8O10P2
C01161,"3,4-Dihydroxyphenylacetate",C8H8O4
C01162,3-(Pyrazol-1-yl)-L-alanine,C6H9N3O2
C01163,"3-Carboxy-cis,cis-muconate",C7H6O6
C01164,7-Dehydrocholesterol,C27H44O
C01165,L-Glutamate 5-semialdehyde,C5H9NO3
C01166,Oxidized polyvinyl alcohol,
C01167,Protein tyrosine phosphate,C10H11N2O6PR2
C01168,Pseudouridine 5'-phosphate,C9H13N2O9P
C01169,S-Succinyldihydrolipoamide,C12H21NO4S2
C01170,UDP-N-acetyl-D-mannosamine,C17H27N3O17P2
C01171,alpha-D-Hexose 1-phosphate,C6H13O9P
C01172,beta-D-Glucose 6-phosphate,C6H13O9P
C01173,"1,3,8-Naphthalenertriol",C10H8O3
C01175,1-O-Sinapoyl-beta-D-glucose,C17H22O10
C01176,17alpha-Hydroxyprogesterone,C21H30O3
C01177,Inositol 1-phosphate,C6H13O9P
C01179,3-(4-Hydroxyphenyl)pyruvate,C9H8O4
C01180,4-Methylthio-2-oxobutanoic acid,C5H8O3S
C01181,4-Trimethylammoniobutanoate,C7H16NO2
C01182,"D-Ribulose 1,5-bisphosphate",C5H12O11P2
C01183,"N,N-Dimethylaniline N-oxide",C8H11NO
C01185,Nicotinate D-ribonucleotide,C11H15NO9P
C01186,"(3S,5S)-3,5-Diaminohexanoate",C6H14N2O2
C01187,3-Deoxy-D-manno-octulosonate,C8H14O8
C01188,3-Hydroxy-2-methylpropanoate,C4H8O3
C01189,Lathosterol,C27H46O
C01190,Glucosylceramide,C25H46NO8R
C01191,Dolichyl D-xylosyl phosphate,C25H45O8P(C5H8)n
C01192,Palmitoylglycerone phosphate,C19H37O7P
C01194,1-Phosphatidyl-D-myo-inositol,C11H17O13PR2
C01196,3'-Hydroxyoligoribonucleotide,C10H17O10PR2(C5H8O6PR)n
C01197,Caffeate,C9H8O4
C01198,3-(2-Hydroxyphenyl)propanoate,C9H10O3
C01199,5'-Hydroxyoligoribonucleotide,C10H17O10PR2(C5H8O6PR)n
C01200,N-Acylneuraminate 9-phosphate,C10H17NO12PR
C01201,N(omega)-(ADP-D-ribosyl)-L-arginine,C21H35N9O15P2
C01203,Oleoyl-[acyl-carrier protein],C18H33OSR
C01204,Phytic acid,C6H18O24P6
C01205,(R)-3-Amino-2-methylpropanoate,C4H9NO2
C01207,"3-(3,4-Dihydroxyphenyl)lactate",C9H10O5
C01209,Malonyl-[acyl-carrier protein],C3H3O3SR
C01210,N-Methylethanolamine phosphate,C3H10NO4P
C01211,Procollagen 5-hydroxy-L-lysine,C7H13N3O3R2
C01212,UDP-N-acetylmuramoyl-L-alanine,C23H36N4O20P2
C01213,(R)-Methylmalonyl-CoA,C25H40N7O19P3S
C01214,1-Amino-1-deoxy-scyllo-inositol,C6H13NO5
C01215,2-(Acetamidomethylene)succinate,C7H9NO5
C01216,2-Dehydro-3-deoxy-D-galactonate,C6H10O6
C01217,"5,6,7,8-Tetrahydromethanopterin",C30H45N6O16P
C01218,6-Phospho-2-dehydro-D-gluconate,C6H11O10P
C01219,CDP-4-dehydro-6-deoxy-D-glucose,C15H23N3O15P2
C01220,"1D-myo-Inositol 1,4-bisphosphate",C6H14O12P2
C01221,Dihydrostreptomycin 6-phosphate,C21H42N7O15P
C01222,GDP-4-dehydro-6-deoxy-D-mannose,C16H23N5O15P2
C01223,Methyl 2-diazoacetamidohexonate,C9H16N3O3
C01225,sn-Glycero-3-phospho-1-inositol,C9H19O11P
C01226,"(9S,13S,15Z)-12-Oxophyto-10,15-dienoate",C18H28O3
C01227,Dehydroepiandrosterone,C19H28O2
C01228,"Guanosine 3',5'-bis(diphosphate)",C10H17N5O17P4
C01229,Phospholipid olefinic fatty acid,C14H22O8PR3
C01230,all-trans-Hexaprenyl diphosphate,C30H52O7P2
C01231,"alpha-D-Glucose 1,6-bisphosphate",C6H14O12P2
C01233,sn-Glycero-3-phosphoethanolamine,C5H14NO6P
C01234,1-Aminocyclopropane-1-carboxylate,C4H7NO2
C01235,alpha-D-Galactosyl-(1->3)-1D-myo-inositol,C12H22O11
C01236,"D-Glucono-1,5-lactone 6-phosphate",C6H11O9P
C01239,N-Acetyl-beta-D-glucosaminylamine,C8H16N2O5
C01240,"2',3'-Cyclic nucleotide",C5H8O6PR
C01241,Phosphatidyl-N-methylethanolamine,C8H14NO8PR2
C01242,[Protein]-S8-aminomethyldihydrolipoyllysine,C9H19N2OS2R
C01243,"1D-myo-Inositol 1,3,4-trisphosphate",C6H15O15P3
C01244,"3,5-Diiodo-4-hydroxyphenylpyruvate",C9H6I2O4
C01245,"D-myo-Inositol 1,4,5-trisphosphate",C6H15O15P3
C01246,Dolichyl beta-D-glucosyl phosphate,C26H47O9P(C5H8)n
C01247,[Acetyl-CoA carboxylase] phosphate,C4H7N2O6PR2
C01249,"7,8-Dihydro-7,8-dihydroxykynurenate",C10H9NO5
C01250,N-Acetyl-L-glutamate 5-semialdehyde,C7H11NO4
C01251,"(R)-2-Hydroxybutane-1,2,4-tricarboxylate",C7H10O7
C01252,"4-(2-Aminophenyl)-2,4-dioxobutanoate",C10H9NO4
C01253,ADP-D-ribosyl-[dinitrogen reductase],C22H34N10O15P2R2
C01255,N-(6-Aminohexanoyl)-6-aminohexanoate,C12H24N2O3
C01256,[Pyruvate dehydrogenase (acetyl-transferring)],C4H6N2O3R2
C01259,"(3S)-3-Hydroxy-N6,N6,N6-trimethyl-L-lysine",C9H21N2O3
C01260,"P1,P4-Bis(5'-adenosyl)tetraphosphate",C20H28N10O19P4
C01261,"P1,P4-Bis(5'-guanosyl) tetraphosphate",C20H28N10O21P4
C01262,beta-Alanyl-N(pi)-methyl-L-histidine,C10H16N4O3
C01263,"3,6,9-Trihydroxypterocarpan",C15H12O5
C01264,2-Acetyl-1-alkyl-sn-glycero-3-phosphate,C5H10O7PR
C01265,"3,7-Di-O-methylquercetin",C17H14O7
C01266,3'-Deoxydihydrostreptomycin 6-phosphate,C21H42N7O14P
C01267,3-(Imidazol-4-yl)-2-oxopropyl phosphate,C6H9N2O5P
C01268,5-Amino-6-(5'-phosphoribosylamino)uracil,C9H15N4O9P
C01269,5-O-(1-Carboxyvinyl)-3-phosphoshikimate,C10H13O10P
C01270,3-Hydroxy-2-methylpyridine-5-carboxylate,C7H7NO3
C01271,(3R)-3-Hydroxyacyl-[acyl-carrier protein],C3H4O2SR2
C01272,"1D-myo-Inositol 1,3,4,5-tetrakisphosphate",C6H16O18P4
C01273,"2-Hydroxy-6-oxo-6-phenylhexa-2,4-dienoate",C12H10O4
C01274,"5-Formyl-5,6,7,8-tetrahydromethanopterin",C31H45N6O17P
C01275,(3E)-4-(2-Carboxyphenyl)-2-oxobut-3-enoate,C11H8O5
C01277,1-Phosphatidyl-1D-myo-inositol 4-phosphate,C11H18O16P2R2
C01278,"2-Carboxy-2,5-dihydro-5-oxofuran-2-acetate",C7H6O6
C01279,4-Amino-5-hydroxymethyl-2-methylpyrimidine,C6H9N3O
C01280,"Dihydrostreptomycin 3'alpha,6-bisphosphate",C21H43N7O18P2
C01281,[L-Glutamate:ammonia ligase (ADP-forming)],C10H10N2O3R2
C01282,1-Acyl-2-oleoyl-sn-glycero-3-phosphocholine,C27H52NO8PR
C01283,1-Amino-1-deoxy-scyllo-inositol 4-phosphate,C6H14NO8P
C01284,"1D-myo-Inositol 1,3,4,5,6-pentakisphosphate",C6H17O21P5
C01285,"2,6-Dichlorophenol-4-(2,3-dihydro-1,4-naphthoquinone imine)",C16H11Cl2NO2
C01286,2-Dehydro-3-deoxy-6-phospho-D-galactonate,C6H11O9P
C01288,N-Acetyl-D-glucosaminylphosphatidylinositol,C19H30NO18PR2
C01289,N-Acetyl-D-glucosaminyldiphosphoundecaprenol,C63H105NO12P2
C01290,Lactosylceramide,C31H56NO13R
C01291,3-(4-Methylpent-3-en-1-yl)pent-2-enedioyl-CoA,C32H50N7O19P3S
C01292,"3alpha,7alpha-Dihydroxy-12-oxo-5beta-cholanate",C24H38O5
C01293,[Pyruvate dehydrogenase (acetyl-transferring)] phosphate,C4H7N2O6PR2
C01294,1-Guanidino-1-deoxy-scyllo-inositol 4-phosphate,C7H16N3O8P
C01295,"2D-5-O-Methyl-2,3,5/4,6-pentahydroxycyclohexanone",C7H12O6
C01297,6-Hydroxypseudooxynicotine,C10H14N2O2
C01298,"1D-1-Guanidino-3-amino-1,3-dideoxy-scyllo-inositol",C7H16N4O4
C01299,Adenylyl-[L-glutamate:ammonia ligase (ADP-forming)],C20H22N7O9PR2
C01300,"6-(Hydroxymethyl)-7,8-dihydropterin",C7H9N5O2
C01301,"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-al",C27H46O4
C01302,1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate,C12H16NO9P
C01304,"2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one",C9H16N5O8P
C01306,N-Acetyl-beta-D-glucosaminyl-(1->3)-N-acetyl-D-galactosaminyl-R,C16H27N2O11R
C01308,[3-Methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)] phosphate,C4H7N2O6PR2
C01310,"4-Deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl-D-galactosamine",C14H21NO11
C01311,beta-D-Galactosyl-(1->4)-[alpha-L-fucosyl-(1->3)]-N-acetyl-D-glucosaminyl-R,C20H34NO15R
C01312,Prostaglandin I2,C20H32O5
C01313,"(S)-N-[3-(3,4-Methylenedioxyphenyl)-2-(mercaptomethyl)-1-oxoprolyl]glycine",C15H18N2O6S
