"Gene ID","Organism","Genomic Location (Gene)","Product Description","Gene Name or Symbol","Entrez Gene ID","UniProt ID(s)"
"AAEL000244","Aedes aegypti LVP_AGWG","AaegL5_1:6,593,630..6,612,875(-)","alpha(1,3)fucosyltransferase","N/A","5572017,5572017","Q17PU5"
"AAEL000245","Aedes aegypti LVP_AGWG","AaegL5_2:227,717,692..227,724,446(+)","unspecified product","N/A","5572049,5572049","Q17PR8"
"AAEL000246","Aedes aegypti LVP_AGWG","AaegL5_2:227,077,431..227,139,531(+)","GPCR Frizzled/Smoothened Family","GPRSTN","5572042","Q17PS6"
"AAEL000247","Aedes aegypti LVP_AGWG","AaegL5_1:6,546,795..6,560,757(+)","unspecified product","N/A","5572025,5572025","Q17PU2"
"AAEL000248","Aedes aegypti LVP_AGWG","AaegL5_2:226,974,744..227,013,788(-)","GTP binding protein","N/A","5572038","A0A1S4EVC2,Q17PS8"
"AAEL000249","Aedes aegypti LVP_AGWG","AaegL5_1:6,512,316..6,546,660(+)","mitochondrial carrier protein","N/A","5572026,5572026","N/A"
"AAEL000250","Aedes aegypti LVP_AGWG","AaegL5_1:5,223,545..5,243,575(-)","forkhead box protein (AaegFOXP)","N/A","5572036","N/A"
"AAEL000251","Aedes aegypti LVP_AGWG","AaegL5_1:6,635,523..6,644,147(+)","unspecified product","N/A","5572018,5572018","Q17PU6"
"AAEL000252","Aedes aegypti LVP_AGWG","AaegL5_1:8,326,059..8,327,375(+)","unspecified product","N/A","5572012,5572012","Q17PV1"
"AAEL000254","Aedes aegypti LVP_AGWG","AaegL5_1:5,428,012..5,515,632(-)","nuclear factor i","N/A","5572033","Q17PT3"
"AAEL000255","Aedes aegypti LVP_AGWG","AaegL5_2:227,761,107..227,767,939(+)","unspecified product","N/A","5572050","A0A1S4EVB8,Q17PR7"
"AAEL000256","Aedes aegypti LVP_AGWG","AaegL5_2:227,340,415..227,476,261(-)","Class B Scavenger Receptor (CD36 domain).","SCRB9","5572044,5572044","N/A"
"AAEL000257","Aedes aegypti LVP_AGWG","AaegL5_2:74,407,293..74,416,842(+)","unspecified product","N/A","5573764,5573764","Q17PM9"
"AAEL000258","Aedes aegypti LVP_AGWG","AaegL5_3:265,618,282..265,636,320(+)","5'-nucleotidase [Source:UniProtKB/TrEMBL;Acc:Q17PQ5]","N/A","5573774,5573774","Q17PQ4,Q17PQ5"
"AAEL000260","Aedes aegypti LVP_AGWG","AaegL5_3:265,318,727..265,329,568(+)","unspecified product","N/A","5573746","A0A1S4EVC0,Q17PP7"
"AAEL000261","Aedes aegypti LVP_AGWG","AaegL5_3:265,653,061..265,662,840(-)","unspecified product","N/A","5573739","A0A1S4EVD5,Q17PQ6"
"AAEL000263","Aedes aegypti LVP_AGWG","AaegL5_3:266,098,772..266,436,725(+)","Zinc finger protein jing homolog","N/A","5573733","N/A"
"AAEL000265","Aedes aegypti LVP_AGWG","AaegL5_3:265,006,665..265,013,152(+)","Protein crossbronx homolog","N/A","5573752","Q17PP1"
"AAEL000266","Aedes aegypti LVP_AGWG","AaegL5_2:74,553,895..74,624,659(+)","GPCR Orphan/Putative Class A Family","GPRNNA21","5573765","Q17PM8"
"AAEL000267","Aedes aegypti LVP_AGWG","AaegL5_2:75,412,590..75,416,958(+)","unspecified product","N/A","5573777,5573777","Q17PM2"
"AAEL000268","Aedes aegypti LVP_AGWG","AaegL5_3:264,415,390..264,572,389(+)","lipase","N/A","5573759","Q17PN5"
"AAEL000269","Aedes aegypti LVP_AGWG","AaegL5_2:74,383,247..74,385,989(+)","unspecified product","N/A","5573763,5573763","Q17PN1"
"AAEL000270","Aedes aegypti LVP_AGWG","AaegL5_3:265,003,915..265,006,567(-)","26S proteasome regulatory subunit 7, psd7 [Source:UniProtKB/TrEMBL;Acc:Q17PP0]","N/A","5573753,5573753","Q17PP0"
"AAEL000271","Aedes aegypti LVP_AGWG","AaegL5_2:75,421,101..75,429,020(+)","gamma-glutamyl hydrolase","N/A","5573776","Q17PM0"
"AAEL000272","Aedes aegypti LVP_AGWG","AaegL5_3:264,997,131..264,998,686(-)","unspecified product","N/A","5573754","A0A1S4EVE5,Q17PN9"
"AAEL000275","Aedes aegypti LVP_AGWG","AaegL5_3:265,059,823..265,242,496(+)","unspecified product","N/A","5573750","N/A"
"AAEL000276","Aedes aegypti LVP_AGWG","AaegL5_3:264,919,300..264,982,269(-)","unspecified product","N/A","5573755","N/A"
"AAEL000278","Aedes aegypti LVP_AGWG","AaegL5_3:264,702,254..264,797,046(-)","poly(p)/ATP NAD kinase","N/A","5573757","N/A"
"AAEL000279","Aedes aegypti LVP_AGWG","AaegL5_3:266,478,434..266,479,426(-)","N-formylmethionylaminoacyl-tRNA deformylase, putative","N/A","5573729","A0A1S4EVE6,Q17PR2"
"AAEL000281","Aedes aegypti LVP_AGWG","AaegL5_2:74,769,999..74,810,233(-)","unspecified product","N/A","5573767,5573767","Q17PM6"
"AAEL000282","Aedes aegypti LVP_AGWG","AaegL5_2:74,394,465..74,398,673(-)","syntaxin, putative","N/A","5573786","Q1DGV4"
"AAEL000283","Aedes aegypti LVP_AGWG","AaegL5_2:73,847,275..73,852,690(+)","C-Type Lectin (CTL) - mannose binding.","CTLMA16","5573761","A0A1S4EVH0,Q17PN3"
"AAEL000284","Aedes aegypti LVP_AGWG","AaegL5_2:75,356,738..75,357,706(-)","Protein-lysine N-methyltransferase AAEL000284 [Source:UniProtKB/TrEMBL;Acc:Q17PM4]","N/A","5573779,5573779","Q17PM4"
"AAEL000285","Aedes aegypti LVP_AGWG","AaegL5_3:265,393,488..265,473,216(-)","unspecified product","N/A","5573743","A0A1S4EVE3"
"AAEL000287","Aedes aegypti LVP_AGWG","AaegL5_3:265,600,532..265,607,734(+)","unspecified product","N/A","5573740","A0A1S4EVG2,Q17PQ3"
"AAEL000288","Aedes aegypti LVP_AGWG","AaegL5_2:74,990,331..75,332,133(+)","unspecified product","N/A","5573780,5573780","N/A"
"AAEL000289","Aedes aegypti LVP_AGWG","AaegL5_3:265,284,765..265,317,467(-)","ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4EVF5]","N/A","5573747","A0A1S4EVF5,Q17PP6"
"AAEL000290","Aedes aegypti LVP_AGWG","AaegL5_3:265,579,614..265,581,505(-)","unspecified product","N/A","5573742,5573742","Q16F78,Q17PQ1"
"AAEL000291","Aedes aegypti LVP_AGWG","AaegL5_3:266,530,750..266,556,932(+)","V-type proton ATPase 16 kDa proteolipid subunit [Source:UniProtKB/Swiss-Prot;Acc:O16110]","N/A","5573732,5573732","O16110"
"AAEL000292","Aedes aegypti LVP_AGWG","AaegL5_3:265,679,702..265,697,781(+)","unspecified product","N/A","5573738","N/A"
"AAEL000293","Aedes aegypti LVP_AGWG","AaegL5_2:75,364,922..75,404,809(+)","ebna2 binding protein P100","N/A","5573778,5573778","Q17PM3"
"AAEL000294","Aedes aegypti LVP_AGWG","AaegL5_3:265,013,033..265,030,893(-)","unspecified product","N/A","5573751","A0A1S4EVI0,Q17PP2"
"AAEL000297","Aedes aegypti LVP_AGWG","AaegL5_3:264,988,308..264,997,208(+)","mitochondrial ribosomal protein S25","mRpS25","5573756,5573756","Q17PN8"
"AAEL000298","Aedes aegypti LVP_AGWG","AaegL5_3:265,255,228..265,284,337(-)","sodium/chloride dependent amino acid transporter","N/A","5573748","A0A1S4EVF3,Q17PP5"
"AAEL000299","Aedes aegypti LVP_AGWG","AaegL5_3:265,588,533..265,600,440(-)","unspecified product","N/A","5573741","A0A1S4EVF4,Q17PQ2"
"AAEL000301","Aedes aegypti LVP_AGWG","AaegL5_3:266,486,521..266,488,973(+)","heat shock protein","N/A","5573731,5573731","Q17PR3"
"AAEL000304","Aedes aegypti LVP_AGWG","AaegL5_2:367,856,482..367,886,958(+)","unspecified product","N/A","5575179","A0A1S4EVG4,Q17PF2,Q17PF3"
"AAEL000305","Aedes aegypti LVP_AGWG","AaegL5_2:368,711,213..368,713,865(+)","unspecified product","N/A","5575164,5575164","Q17PG7"
"AAEL000308","Aedes aegypti LVP_AGWG","AaegL5_2:369,541,686..369,555,829(-)","unspecified product","N/A","5575155,5575155","N/A"
"AAEL000311","Aedes aegypti LVP_AGWG","AaegL5_2:367,910,612..367,956,207(+)","unspecified product","N/A","5575174","A0A0P6J181"
"AAEL000312","Aedes aegypti LVP_AGWG","AaegL5_2:368,021,823..368,033,401(-)","unspecified product","N/A","5575170","A0A1S4EVH7,Q17PG2"
"AAEL000314","Aedes aegypti LVP_AGWG","AaegL5_2:124,242,756..124,284,005(+)","malate dehydrogenase","N/A","5575133","Q17PK0"
"AAEL000315","Aedes aegypti LVP_AGWG","AaegL5_2:368,665,046..368,695,519(-)","pigeon protein (linotte protein)","N/A","5575166","N/A"
"AAEL000316","Aedes aegypti LVP_AGWG","AaegL5_2:367,999,645..368,002,530(+)","unspecified product","N/A","5575171","Q17PG1"
"AAEL000320","Aedes aegypti LVP_AGWG","AaegL5_3:112,555,304..112,566,231(+)","cytochrome P450","CYP325T1","5575192,5575192","Q17PE0"
"AAEL000322","Aedes aegypti LVP_AGWG","AaegL5_2:123,829,897..123,848,984(+)","unspecified product","N/A","5575127","Q17PL5"
"AAEL000323","Aedes aegypti LVP_AGWG","AaegL5_2:124,167,524..124,168,167(-)","cysteine-rich venom protein, putative","N/A","5575198,5575198","Q16MT8,Q17PK3"
"AAEL000324","Aedes aegypti LVP_AGWG","AaegL5_2:368,290,151..368,653,544(+)","tyrosine-protein kinase drl","N/A","5575168","A0A0P6IW15,Q17PG3"
"AAEL000326","Aedes aegypti LVP_AGWG","AaegL5_3:112,643,646..112,646,532(-)","cytochrome P450","CYP325S1","5575185","Q17PE3"
"AAEL000327","Aedes aegypti LVP_AGWG","AaegL5_2:124,463,867..124,596,190(-)","Ecdysone-induced protein 78C  Nuclear receptor","E78","5575138","N/A"
"AAEL000328","Aedes aegypti LVP_AGWG","AaegL5_2:368,783,398..368,876,030(+)","unspecified product","N/A","5575162,5575162","A0A1S4EVI9"
"AAEL000329","Aedes aegypti LVP_AGWG","AaegL5_2:369,555,208..369,580,884(+)","unspecified product","N/A","5575153","A0A1S4EVJ0,Q17PH9"
"AAEL000330","Aedes aegypti LVP_AGWG","AaegL5_2:124,382,763..124,388,540(+)","unspecified product","N/A","5575135","A0A1S4EVK8,Q1HRC8"
"AAEL000332","Aedes aegypti LVP_AGWG","AaegL5_2:369,722,154..369,724,479(+)","Mitochondrial inner membrane protease ATP23 [Source:UniProtKB/TrEMBL;Acc:A0A1S4EVL9]","N/A","5575147","A0A1S4EVL9,Q17PI5"
"AAEL000334","Aedes aegypti LVP_AGWG","AaegL5_2:369,639,727..369,705,618(-)","villin","N/A","5575148","N/A"
"AAEL000335","Aedes aegypti LVP_AGWG","AaegL5_2:367,825,629..367,827,901(-)","lamin","N/A","5575180","A0A1S4EVJ5,Q17PF1"
"AAEL000336","Aedes aegypti LVP_AGWG","AaegL5_3:112,293,950..112,355,770(-)","PID domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4EVL3]","N/A","5575190","A0A1S4EVL3,Q17PD7"
"AAEL000337","Aedes aegypti LVP_AGWG","AaegL5_2:368,695,630..368,705,223(+)","unspecified product","N/A","5575165,5575165","Q17PG6"
"AAEL000338","Aedes aegypti LVP_AGWG","AaegL5_3:112,409,018..112,495,142(-)","cytochrome P450","CYP325E3","5575188","Q17PD9"
"AAEL000340","Aedes aegypti LVP_AGWG","AaegL5_3:112,007,456..112,025,792(+)","cytochrome P450","N/A","5575191","A0A1S4EVK0,Q17PD6"
"AAEL000341","Aedes aegypti LVP_AGWG","AaegL5_2:369,005,863..369,020,188(-)","basic helix-loop-helix protein","N/A","5575158","Q17PH4"
"AAEL000342","Aedes aegypti LVP_AGWG","AaegL5_2:123,291,574..123,811,302(+)","peroxidasin","N/A","5575117","N/A"
"AAEL000343","Aedes aegypti LVP_AGWG","AaegL5_2:124,310,171..124,370,720(-)","serine/threonine-protein kinase vrk","N/A","5575134","Q17PJ8,Q17PJ9"
"AAEL000344","Aedes aegypti LVP_AGWG","AaegL5_2:367,987,541..367,988,479(-)","unspecified product","N/A","5575172,5575172","Q17PG0"
"AAEL000348","Aedes aegypti LVP_AGWG","AaegL5_2:124,233,402..124,284,190(-)","unspecified product","N/A","5575951","N/A"
"AAEL000351","Aedes aegypti LVP_AGWG","AaegL5_2:124,524,619..124,525,465(+)","unspecified product","N/A","5575140","A0A1S4EVM7,Q17PJ2"
"AAEL000354","Aedes aegypti LVP_AGWG","AaegL5_2:368,910,415..368,919,533(-)","dimeric dihydrodiol dehydrogenase","N/A","5575161","A0A1S4EVL6,Q17PH1"
"AAEL000356","Aedes aegypti LVP_AGWG","AaegL5_2:123,898,681..123,913,143(-)","cysteine-rich venom protein, putative","N/A","110675135","N/A"
"AAEL000357","Aedes aegypti LVP_AGWG","AaegL5_3:112,628,264..112,638,706(-)","cytochrome P450","CYP325S3","5575186,5575186","Q17PE2"
"AAEL000359","Aedes aegypti LVP_AGWG","AaegL5_2:368,664,293..368,665,143(+)","ferritin-precursor, putative","N/A","5575167,5575167","Q17PG4"
"AAEL000360","Aedes aegypti LVP_AGWG","AaegL5_2:124,225,761..124,233,521(+)","DNAJ homolog subfamily B member, putative","N/A","5575199","A0A1S4EVM1,Q16MT7,Q17PK2"
"AAEL000362","Aedes aegypti LVP_AGWG","AaegL5_2:124,395,081..124,421,465(-)","unspecified product","N/A","5575136,5575136","Q17PJ6"
"AAEL000370","Aedes aegypti LVP_AGWG","AaegL5_2:367,756,230..367,808,446(+)","acyl-CoA oxidase","N/A","5575181,5575181","Q17PF0"
"AAEL000372","Aedes aegypti LVP_AGWG","AaegL5_2:124,628,340..124,629,933(-)","myo inositol monophosphatase","N/A","5575141","Q16EU9,Q17PJ1,Q5MM82"
"AAEL000377","Aedes aegypti LVP_AGWG","AaegL5_2:367,981,237..367,982,184(-)","unspecified product","N/A","5575173","A0A0P6IVS9,A0A1S4EVN5,Q17PF5,Q17PF6,Q17PF7,Q17PF9"
"AAEL000378","Aedes aegypti LVP_AGWG","AaegL5_2:124,435,539..124,454,474(+)","integrin-linked protein kinase 2 (ilk-2)","N/A","5575137,5575137","Q17PJ5"
"AAEL000379","Aedes aegypti LVP_AGWG","AaegL5_2:123,893,263..123,893,984(-)","cysteine-rich venom protein, putative","N/A","5575126,5575126","Q17PL4"
"AAEL000382","Aedes aegypti LVP_AGWG","AaegL5_2:369,536,216..369,541,171(+)","myosin motor, putative","N/A","5575157,5575157","Q17PH5"
"AAEL000383","Aedes aegypti LVP_AGWG","AaegL5_3:97,376,154..97,393,533(-)","beta-1,3-galactosyltransferase brn","N/A","5576338","A0A1S4EVP1,Q0IGE3"
"AAEL000384","Aedes aegypti LVP_AGWG","AaegL5_1:202,256,734..202,272,583(+)","vesicular acetylcholine transporter","N/A","5577533","Q0IGG2,Q16JR1"
"AAEL000385","Aedes aegypti LVP_AGWG","AaegL5_3:400,696,775..400,699,008(+)","developmentally regulated RNA-binding protein","N/A","5576341,5576341","Q0IGF3"
"AAEL000386","Aedes aegypti LVP_AGWG","AaegL5_3:400,060,780..400,104,083(+)","phopsphatidylinositol 3-kinase, drosophila","N/A","5576326,5576326","Q0IGF6"
"AAEL000387","Aedes aegypti LVP_AGWG","AaegL5_3:398,429,793..398,431,223(+)","unspecified product","N/A","5576315","Q0IGG3"
"AAEL000388","Aedes aegypti LVP_AGWG","AaegL5_3:97,604,224..97,623,090(+)","isoleucyl tRNA synthetase","N/A","5576333","A0A1S4EVP9,Q0IGE7"
"AAEL000394","Aedes aegypti LVP_AGWG","AaegL5_3:400,031,874..400,032,927(-)","U2 small nuclear ribonucleoprotein, putative","N/A","5576321,5576321","Q0IGF8"
"AAEL000395","Aedes aegypti LVP_AGWG","AaegL5_3:97,239,121..97,369,687(-)","Ultra spiracleisoform A  nuclear receptor","USP","5576337","A0A1S4EVR8,Q0IGE0,Q9GSG8"
"AAEL000396","Aedes aegypti LVP_AGWG","AaegL5_3:400,002,744..400,013,822(+)","unspecified product","N/A","5576314","A0A1S4EVQ4,Q0IGF9,Q0IGG0"
"AAEL000397","Aedes aegypti LVP_AGWG","AaegL5_3:400,045,765..400,047,779(-)","unspecified product","N/A","5576322","A0A0P6JSN2,Q0IGF7"
"AAEL000399","Aedes aegypti LVP_AGWG","AaegL5_3:97,418,949..97,425,844(-)","unspecified product","N/A","5576335,5576335","Q0IGE5"
"AAEL000401","Aedes aegypti LVP_AGWG","AaegL5_3:97,375,806..97,376,156(+)","unspecified product","N/A","5576339","A0A1S4EVQ7,Q0IGE2"
"AAEL000403","Aedes aegypti LVP_AGWG","AaegL5_3:97,432,160..97,467,113(+)","unspecified product","N/A","5576334,5576334","Q0IGE6"
"AAEL000404","Aedes aegypti LVP_AGWG","NIGP01001979:18,529..39,141(-)","DNA repair helicase rad3/xp-d","N/A","5576340,5576340","Q0IGE4"
"AAEL000405","Aedes aegypti LVP_AGWG","AaegL5_3:399,455,683..399,982,840(+)","odd Oz protein","N/A","5576319","N/A"
"AAEL000406","Aedes aegypti LVP_AGWG","AaegL5_3:400,094,389..400,096,456(-)","unspecified product","N/A","5576327,5576327","Q0IGF5"
"AAEL000407","Aedes aegypti LVP_AGWG","AaegL5_3:185,916,846..185,917,416(+)","Protein kish [Source:UniProtKB/TrEMBL;Acc:Q17P87]","N/A","5577364,5577364","Q17P87"
"AAEL000408","Aedes aegypti LVP_AGWG","AaegL5_3:184,180,651..184,181,602(-)","unspecified product","N/A","5577341","A0A1S4EVR6,Q17PB1"
"AAEL000410","Aedes aegypti LVP_AGWG","AaegL5_3:183,635,489..183,636,938(-)","glycoprotein 25l","N/A","5577327,5577327","Q17PC5"
"AAEL000411","Aedes aegypti LVP_AGWG","AaegL5_3:184,170,934..184,180,774(+)","unspecified product","N/A","5577340","A0A1S4EVU6,Q17PB2"
"AAEL000412","Aedes aegypti LVP_AGWG","AaegL5_3:184,316,854..184,318,111(-)","unspecified product","N/A","5577346,5577346","Q1HQE6"
"AAEL000414","Aedes aegypti LVP_AGWG","AaegL5_3:185,099,968..185,129,219(-)","six/sine homebox transcription factors","N/A","5577351,5577351","Q17PA2"
"AAEL000415","Aedes aegypti LVP_AGWG","AaegL5_3:187,066,257..187,134,878(+)","AMP dependent coa ligase","N/A","5577380,5577380","Q17P68"
"AAEL000416","Aedes aegypti LVP_AGWG","AaegL5_3:183,539,556..183,594,756(-)","FHA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4EVV1]","N/A","5577320","A0A1S4EVV1,Q17PC8"
"AAEL000417","Aedes aegypti LVP_AGWG","AaegL5_3:185,344,722..185,482,674(+)","monocarboxylate transporter","N/A","5577356","N/A"
"AAEL000418","Aedes aegypti LVP_AGWG","AaegL5_3:185,970,009..185,991,700(-)","unspecified product","N/A","5577366,5577366","Q17P85"
"AAEL000419","Aedes aegypti LVP_AGWG","AaegL5_3:186,524,814..186,525,958(-)","unspecified product","N/A","5577372","N/A"
"AAEL000420","Aedes aegypti LVP_AGWG","AaegL5_3:186,893,559..186,899,395(+)","cathepsin o","N/A","5577378,5577378","A0A1S4EVU3,Q17P70"
"AAEL000421","Aedes aegypti LVP_AGWG","AaegL5_3:185,993,495..186,025,079(+)","protein farnesyltransferase alpha subunit/rab geranylgeranyl transferase alpha subunit","N/A","5577367,5577367","Q17P84,Q1HQH7"
"AAEL000422","Aedes aegypti LVP_AGWG","AaegL5_3:185,907,240..185,916,271(-)","U3 small nucleolar RNA-associated protein homolog, putative","N/A","5577363,5577363","A0A1S4EVS7,Q17P88"
"AAEL000424","Aedes aegypti LVP_AGWG","AaegL5_3:185,208,535..185,284,387(+)","leucine aminopeptidase","N/A","5577354,5577354","A0A0P6K128"
"AAEL000425","Aedes aegypti LVP_AGWG","AaegL5_3:184,273,834..184,279,091(+)","unspecified product","N/A","5577344","A0A1S4EVT1,Q17PA8"
"AAEL000427","Aedes aegypti LVP_AGWG","AaegL5_3:185,670,184..185,720,874(+)","unspecified product","N/A","110679163","N/A"
"AAEL000428","Aedes aegypti LVP_AGWG","AaegL5_3:186,857,871..186,870,670(+)","tryptophan 2,3-dioxygenase (TDO)(EC 1.13.11.11)","Tdo","5577377,5577377","Q17P71"
"AAEL000429","Aedes aegypti LVP_AGWG","AaegL5_3:184,167,743..184,170,639(-)","unspecified product","N/A","5577339","Q17PB3"
"AAEL000431","Aedes aegypti LVP_AGWG","AaegL5_3:184,281,817..184,283,039(-)","SRR1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4EVT9]","N/A","5577345","A0A1S4EVT9,Q17PA7"
"AAEL000432","Aedes aegypti LVP_AGWG","AaegL5_3:183,303,744..183,304,818(-)","nucleosome assembly protein","N/A","5577323,5577323","Q17PD1"
"AAEL000433","Aedes aegypti LVP_AGWG","AaegL5_3:183,315,591..183,465,722(-)","glypican","N/A","5577324","Q17PD0"
"AAEL000434","Aedes aegypti LVP_AGWG","AaegL5_3:187,161,644..187,197,938(+)","lipid a export ATP-binding/permease protein msba","N/A","5577381","A0A1S4EVW6,Q17P67"
"AAEL000435","Aedes aegypti LVP_AGWG","AaegL5_3:185,195,162..185,199,205(-)","THO complex, putative","N/A","5577353,5577353","Q17PA0"
"AAEL000436","Aedes aegypti LVP_AGWG","AaegL5_3:183,616,757..183,629,884(+)","unspecified product","N/A","5577326,5577326","Q17PC6"
"AAEL000438","Aedes aegypti LVP_AGWG","AaegL5_3:184,380,564..184,404,806(+)","epoxide hydrolase","N/A","5577347","A0A1S4EVV8,Q17PA4"
"AAEL000439","Aedes aegypti LVP_AGWG","AaegL5_3:183,240,684..183,277,927(+)","unspecified product","N/A","5577321,5577321","Q17PD2"
"AAEL000440","Aedes aegypti LVP_AGWG","AaegL5_3:183,762,526..183,817,362(+)","DNA repair/transcription protein met18/mms19","N/A","5577334,5577334","Q17PB8"
"AAEL000441","Aedes aegypti LVP_AGWG","AaegL5_3:186,820,581..186,834,068(-)","unspecified product","N/A","5577376","A0A1S4EVU9,Q17P72"
"AAEL000442","Aedes aegypti LVP_AGWG","AaegL5_3:184,139,917..184,154,867(+)","protein oskar","osk","5577338,5577338","Q17PB4,Q2PP79"
"AAEL000444","Aedes aegypti LVP_AGWG","AaegL5_3:183,473,370..183,511,360(-)","udp-glucose glycoprotein:glucosyltransferase","N/A","5577322,5577322","Q17PC9"
"AAEL000445","Aedes aegypti LVP_AGWG","AaegL5_3:185,753,614..185,781,840(-)","unspecified product","N/A","5577360,5577360","Q17P92"
"AAEL000448","Aedes aegypti LVP_AGWG","AaegL5_3:185,887,800..185,906,190(+)","unspecified product","N/A","5577362,5577362","N/A"
"AAEL000449","Aedes aegypti LVP_AGWG","NIGP01000201:52,430..52,866(+)","acidic ribosomal protein P1, putative","RpLP1","5577349","A0A1S4EVV2,Q16VR0"
"AAEL000450","Aedes aegypti LVP_AGWG","AaegL5_3:185,920,997..185,966,145(-)","ras GTPase activating protein","N/A","5577365,5577365","Q17P86"
"AAEL000451","Aedes aegypti LVP_AGWG","AaegL5_3:183,601,651..183,611,828(+)","beta1,4 mannosyltransferase","N/A","5577325,5577325","Q17PC7"
"AAEL000452","Aedes aegypti LVP_AGWG","AaegL5_3:184,319,619..184,369,682(+)","histone acetyltransferase","Pcaf","5577348,5577348","Q17PA5"
"AAEL000454","Aedes aegypti LVP_AGWG","AaegL5_3:186,236,629..186,246,530(-)","isocitrate dehydrogenase","N/A","5577369","A0A1S4EVV7,Q17P79"
"AAEL000455","Aedes aegypti LVP_AGWG","AaegL5_3:186,807,992..186,818,013(-)","unspecified product","N/A","5577375","A0A1S4EVW0,Q17P73"
"AAEL000457","Aedes aegypti LVP_AGWG","AaegL5_3:183,817,292..183,838,382(-)","unspecified product","N/A","5577335,5577335","Q17PB7"
"AAEL000458","Aedes aegypti LVP_AGWG","AaegL5_3:185,316,562..185,317,087(+)","unspecified product","N/A","5577355,5577355","Q1HRA0"
"AAEL000459","Aedes aegypti LVP_AGWG","NIGP01002020:84,729..89,472(-)","unspecified product","N/A","5577331,5577331","Q17PC1"
"AAEL000460","Aedes aegypti LVP_AGWG","AaegL5_3:185,857,879..185,864,067(+)","unspecified product","N/A","110678058","Q17P91"
"AAEL000461","Aedes aegypti LVP_AGWG","AaegL5_3:186,070,790..186,210,010(+)","unspecified product","N/A","5577368","N/A"
"AAEL000462","Aedes aegypti LVP_AGWG","AaegL5_3:186,336,219..186,337,668(-)","unspecified product","N/A","5577371","A0A1S4EVW9,Q17P77"
"AAEL000463","Aedes aegypti LVP_AGWG","AaegL5_3:183,746,881..183,747,663(-)","unspecified product","N/A","5577333,5577333","Q17PB9"
"AAEL000464","Aedes aegypti LVP_AGWG","AaegL5_3:186,535,105..186,789,964(+)","unspecified product","N/A","5577374","N/A"
"AAEL000465","Aedes aegypti LVP_AGWG","AaegL5_3:185,188,215..185,189,089(+)","unspecified product","N/A","5577352,5577352","Q17PA1"
"AAEL000467","Aedes aegypti LVP_AGWG","AaegL5_3:187,741,392..187,742,222(+)","mitochondrial ribosomal protein, L49, putative","mRpL49","5577385,5577385","Q1HQV0"
"AAEL000468","Aedes aegypti LVP_AGWG","AaegL5_3:185,284,528..185,300,532(-)","mediator of RNA polymerase II transcription subunit 28 (Med28)","Med28","5577389","Q17P98"
"AAEL000469","Aedes aegypti LVP_AGWG","AaegL5_3:184,192,417..184,263,813(-)","unspecified product","N/A","5577342","A0A1S4EW06,Q17PB0"
