v2 LocusID,v1 LocusID,Uniprot Acc N°,EMBL
Ec-01_008380,Esi_0002_0019,D7FPX0,CBJ48301.1
Ec-01_008370,Esi_0002_0021,D7FPV6,CBJ48302.1
Ec-01_008360,Esi_0002_0022,D7FPX1,CBJ48303.1
Ec-01_008350,Esi_0002_0023,D7FPX2,CBJ48304.1
Ec-01_008340,Esi_0002_0024,D7FPX3,CBJ48305.1
Ec-01_008330,Esi_0002_0025,D7FPX4,CBJ48306.1
Ec-01_008310,Esi_0002_0026,D7FPX5,CBJ48307.1
Ec-01_008280,Esi_0002_0029,D7FPX6,CBJ48308.1
Ec-01_008270,Esi_0002_0031,D7FPX7,CBJ48309.1
Ec-01_008260,Esi_0002_0032,D7FPX8,CBJ48310.1
Ec-01_008250,Esi_0002_0033,D7FPX9,CBJ48311.1
Ec-01_008240,Esi_0002_0034,D7FPY0,CBJ48312.1
Ec-01_008230,Esi_0002_0036,D7FPY1,CBJ48313.1
Ec-01_008220,Esi_0002_0039,D7FPY2,CBJ48314.1
Ec-01_008210,Esi_0002_0040,D7FPY3,CBJ48315.1
Ec-01_008200,Esi_0002_0041,D7FPY4,CBJ48316.1
Ec-01_008190,Esi_0002_0044,D7FPY5,CBJ48317.1
Ec-01_008180,Esi_0002_0045,D7FPY6,CBJ48318.1
Ec-01_008170,Esi_0002_0050,D7FPY7,CBJ48319.1
Ec-01_008160,Esi_0002_0051,D7FPY8,CBJ48320.1
Ec-01_008140,Esi_0002_0052,D7FPY9,CBJ48321.1
Ec-01_008130,Esi_0002_0053,D7FPZ0,CBJ48322.1
Ec-01_008120,Esi_0002_0055,D7FPZ1,CBJ48323.1
Ec-01_008110,Esi_0002_0056,D7FPZ2,CBJ48324.1
Ec-01_008100,Esi_0002_0057,D7FPZ3,CBJ48325.1
Ec-01_008080,Esi_0002_0059,D7FPZ4,CBJ48326.1
Ec-01_008070,Esi_0002_0060,D7FPZ5,CBJ48327.1
Ec-01_008050,Esi_0002_0063,D7FPZ6,CBJ48328.1
Ec-01_008040,Esi_0002_0064,D7FPZ7,CBJ48329.1
Ec-01_008030,Esi_0002_0065,D7FPZ8,CBJ48330.1
Ec-01_008020,Esi_0002_0067,D7FPZ9,CBJ48331.1
Ec-01_008010,Esi_0002_0068,D7FQ00,CBJ48332.1
Ec-01_008000,Esi_0002_0075,D7FQ01,CBJ48333.1
,Esi_0002_0078,D7FQ02,CBJ48334.1
Ec-01_007990,Esi_0002_0079,D7FQ03,CBJ48335.1
Ec-01_007980,Esi_0002_0080,D7FQ04,CBJ48336.1
Ec-01_007960,Esi_0002_0083,D7FQ05,CBJ48337.1
Ec-01_007950,Esi_0002_0086,D7FQ06,CBJ48338.1
Ec-01_007940,Esi_0002_0087,D7FQ07,CBJ48339.1
Ec-01_007930,Esi_0002_0092,D7FQ08,CBJ48340.1
Ec-01_007920,Esi_0002_0093,D7FQ09,CBJ48341.1
,Esi_0002_0094,D7FQ10,CBJ48342.1
Ec-01_007890,Esi_0002_0096,D7FQ11,CBJ48343.1
Ec-01_007880,Esi_0002_0097,D7FQ12,CBJ48344.1
Ec-01_007870,Esi_0002_0098,D7FQ13,CBJ48345.1
Ec-01_007860,Esi_0002_0099,D7FQ14,CBJ48346.1
,Esi_0002_0101,D7FQ15,CBJ48347.1
Ec-01_007850,Esi_0002_0102,D7FQ16,CBJ48348.1
Ec-01_007840,Esi_0002_0104,D7FQ17,CBJ48349.1
Ec-01_007830,Esi_0002_0108,D7FQ18,CBJ48350.1
Ec-01_007820,Esi_0002_0109,D7FQ19,CBJ48351.1
Ec-01_007810,Esi_0002_0110,D7FQ20,CBJ48352.1
Ec-01_007800,Esi_0002_0111,D7FQ21,CBJ48353.1
Ec-01_007770,Esi_0002_0115,D7FQ22,CBJ48354.1
Ec-01_007760,Esi_0002_0116,D7FQ23,CBJ48355.1
Ec-01_007750,Esi_0002_0117,D7FQ24,CBJ48356.1
Ec-01_007740,Esi_0002_0119,D7FQ25,CBJ48357.1
Ec-01_007720,Esi_0002_0120,D7FQ26,CBJ48358.1
Ec-01_007700,Esi_0002_0121,D7FQ27,CBJ48359.1
Ec-01_007690,Esi_0002_0122,D7FQ28,CBJ48360.1
Ec-01_007680,Esi_0002_0124,D7FQ29,CBJ48361.1
Ec-01_007670,Esi_0002_0125,D7FQ30,CBJ48362.1
Ec-01_007660,Esi_0002_0126,D7FQ31,CBJ48363.1
Ec-01_007650,Esi_0002_0128,D7FQ32,CBJ48364.1
Ec-01_007650,Esi_0002_0129,D7FQ33,CBJ48365.1
Ec-01_007640,Esi_0002_0131,D7FQ34,CBJ48366.1
Ec-01_007630,Esi_0002_0137,D7FQ35,CBJ48367.1
Ec-01_007620,Esi_0002_0139,D7FQ36,CBJ48368.1
Ec-01_007610,Esi_0002_0140,D7FQ37,CBJ48369.1
Ec-01_007600,Esi_0002_0142,D7FQ38,CBJ48370.1
Ec-01_007590,Esi_0002_0143,D7FQ39,CBJ48371.1
Ec-01_007580,Esi_0002_0144,D7FQ40,CBJ48372.1
Ec-01_007570,Esi_0002_0146,D7FQ41,CBJ48373.1
Ec-01_007560,Esi_0002_0147,D7FQ42,CBJ48374.1
,Esi_0002_0148,D7FQ43,CBJ48375.1
Ec-01_007550,Esi_0002_0150,D7FQ44,CBJ48376.1
Ec-01_007540,Esi_0002_0151,D7FQ45,CBJ48377.1
Ec-01_007530,Esi_0002_0152,D7FQ46,CBJ48378.1
Ec-01_007520,Esi_0002_0153,D7FQ47,CBJ48379.1
Ec-01_007500,Esi_0002_0154,D7FQ48,CBJ48380.1
Ec-01_007490,Esi_0002_0156,D7FQ49,CBJ48381.1
Ec-01_007480,Esi_0002_0157,D7FQ50,CBJ48382.1
Ec-01_007470,Esi_0002_0158,D7FQ51,CBJ48383.1
Ec-01_007460,Esi_0002_0163,D7FQ52,CBJ48384.1
Ec-01_007450,Esi_0002_0164,D7FQ53,CBJ48385.1
Ec-01_007440,Esi_0002_0165,D7FQ54,CBJ48386.1
Ec-01_007430,Esi_0002_0167,D7FQ55,CBJ48387.1
Ec-01_007420,Esi_0002_0168,D7FQ56,CBJ48388.1
Ec-01_007400,Esi_0002_0169,D7FQ57,CBJ48389.1
Ec-01_007390,Esi_0002_0176,D7FQ58,CBJ48390.1
Ec-01_007370,Esi_0002_0179,D7FQ59,CBJ48391.1
Ec-01_007350,Esi_0002_0180,D7FQ60,CBJ48392.1
Ec-01_007340,Esi_0002_0181,D7FQ61,CBJ48393.1
Ec-01_007320,Esi_0002_0183,D7FQ62,CBJ48394.1
Ec-01_007290,Esi_0002_0184,D7FQ63,CBJ48395.1
Ec-01_007280,Esi_0002_0185,D7FQ64,CBJ48396.1
Ec-01_007270,Esi_0002_0187,D7FQ65,CBJ48397.1
Ec-01_007260,Esi_0002_0188,D7FQ66,CBJ48398.1
Ec-01_007250,Esi_0002_0190,D7FQ67,CBJ48399.1
Ec-01_007240,Esi_0002_0192,D7FQ68,CBJ48400.1
Ec-01_007230,Esi_0002_0193,D7FQ69,CBJ48401.1
Ec-01_007220,Esi_0002_0194,D7FQ70,CBJ48402.1
Ec-01_007210,Esi_0002_0195,D7FQ71,CBJ48403.1
Ec-01_007200,Esi_0002_0196,D7FQ72,CBJ48404.1
Ec-01_007190,Esi_0002_0198,D7FQ73,CBJ48405.1
Ec-01_007180,Esi_0002_0199,D7FQ74,CBJ48406.1
Ec-01_007170,Esi_0002_0203,D7FQ75,CBJ48407.1
Ec-01_007160,Esi_0002_0204,D7FQ76,CBJ48408.1
Ec-01_007150,Esi_0002_0206,D7FQ77,CBJ48409.1
Ec-01_007140,Esi_0002_0207,D7FQ78,CBJ48410.1
Ec-01_007130,Esi_0002_0208,D7FQ79,CBJ48411.1
Ec-01_007120,Esi_0002_0209,D7FQ80,CBJ48412.1
Ec-01_007110,Esi_0002_0210,D7FQ81,CBJ48413.1
Ec-01_007100,Esi_0002_0211,D7FQ82,CBJ48414.1
Ec-01_007090,Esi_0002_0212,D7FQ83,CBJ48415.1
Ec-01_007080,Esi_0002_0214,D7FQ84,CBJ48416.1
Ec-01_007070,Esi_0002_0215,D7FQ85,CBJ48417.1
Ec-01_007060,Esi_0002_0216,D7FQ86,CBJ48418.1
Ec-01_007050,Esi_0002_0217,D7FQ87,CBJ48419.1
Ec-01_007040,Esi_0002_0219,D7FQ88,CBJ48420.1
Ec-01_007030,Esi_0002_0221,D7FQ89,CBJ48421.1
,Esi_0002_0225,D7FQ90,CBJ48422.1
Ec-01_007020,Esi_0002_0226,D7FQ91,CBJ48423.1
Ec-01_007010,Esi_0002_0227,D7FQ92,CBJ48424.1
Ec-01_007000,Esi_0002_0232,D7FQ93,CBJ48425.1
Ec-01_006990,Esi_0002_0233,D7FQ94,CBJ48426.1
Ec-01_006980,Esi_0002_0234,D7FQ95,CBJ48427.1
Ec-01_006960,Esi_0002_0235,D7FQ96,CBJ48428.1
Ec-01_006950,Esi_0002_0237,D7FQ97,CBJ48429.1
,Esi_0002_0238,D7FQ98,CBJ48430.1
Ec-01_006940,Esi_0002_0240,D7FQ99,CBJ48431.1
Ec-01_006930,Esi_0002_0241,D7FQA0,CBJ48432.1
Ec-01_006920,Esi_0002_0242,D7FQA1,CBJ48433.1
Ec-01_006910,Esi_0002_0243,D7FQA2,CBJ48434.1
Ec-01_006880,Esi_0002_0247,D7FQA3,CBJ48435.1
Ec-01_006870,Esi_0002_0248,D7FQA4,CBJ48436.1
Ec-01_006850,Esi_0002_0250,D7FQA5,CBJ48437.1
Ec-01_006840,Esi_0002_0251,D7FQA6,CBJ48438.1
Ec-01_006820,Esi_0002_0253,D7FQA7,CBJ48439.1
,Esi_0002_0258,D7FQA8,CBJ48440.1
Ec-01_006810,Esi_0002_0259,D7FQA9,CBJ48441.1
Ec-01_006800,Esi_0002_0260,D7FQB0,CBJ48442.1
Ec-01_006780,Esi_0002_0262,D7FQB1,CBJ48443.1
Ec-01_006770,Esi_0002_0263,D7FQB2,CBJ48444.1
Ec-01_006760,Esi_0002_0264,D7FQB3,CBJ48445.1
Ec-01_006740,Esi_0002_0265,D7FQB4,CBJ48446.1
Ec-01_006730,Esi_0002_0267,D7FQB5,CBJ48447.1
Ec-01_006720,Esi_0002_0268,D7FQB6,CBJ48448.1
Ec-01_006710,Esi_0002_0269,D7FQB7,CBJ48449.1
Ec-01_006700,Esi_0002_0270,D7FQB8,CBJ48450.1
Ec-01_006680,Esi_0002_0272,D7FQB9,CBJ48451.1
Ec-01_006670,Esi_0002_0273,D7FQC0,CBJ48452.1
Ec-01_006660,Esi_0002_0275,D7FQC1,CBJ48453.1
Ec-01_006650,Esi_0002_0277,D7FQC2,CBJ48454.1
Ec-01_006640,Esi_0002_0278,D7FQC3,CBJ48455.1
Ec-01_006630,Esi_0002_0279,D7FQC4,CBJ48456.1
Ec-01_006620,Esi_0002_0280,D7FQC5,CBJ48457.1
Ec-01_006610,Esi_0002_0281,D7FQC6,CBJ48458.1
Ec-01_006600,Esi_0002_0282,D7FQC7,CBJ48459.1
Ec-01_006590,Esi_0002_0284,D7FQC8,CBJ48460.1
Ec-01_006580,Esi_0002_0285,D7FQC9,CBJ48461.1
Ec-01_006570,Esi_0002_0287,D7FQD0,CBJ48462.1
Ec-01_006560,Esi_0002_0289,D7FQD1,CBJ48463.1
Ec-01_006550,Esi_0002_0291,D7FQD2,CBJ48464.1
Ec-01_006540,Esi_0002_0292,D7FQD3,CBJ48465.1
Ec-01_006530,Esi_0002_0294,D7FQD4,CBJ48466.1
Ec-01_006520,Esi_0002_0295,D7FQD5,CBJ48467.1
Ec-01_006510,Esi_0002_0298,D7FQD6,CBJ48468.1
Ec-01_006500,Esi_0002_0299,D7FQD7,CBJ48469.1
Ec-01_006480,Esi_0002_0301,D7FQD8,CBJ48470.1
Ec-01_006470,Esi_0002_0303,D7FQD9,CBJ48471.1
Ec-01_006460,Esi_0002_0304,D7FQE0,CBJ48472.1
Ec-01_006440,Esi_0002_0306,D7FQE1,CBJ48473.1
obsolete,Esi_0002_0308,D7FQE2,CBJ48474.1
Ec-01_006430,Esi_0002_0309,D7FQE3,CBJ48475.1
Ec-01_006420,Esi_0002_0311,D7FQE4,CBJ48476.1
Ec-01_006410,Esi_0002_0312,D7FQE5,CBJ48477.1
Ec-01_006400,Esi_0002_0313,D7FQE6,CBJ48478.1
Ec-01_006390,Esi_0002_0314,D7FQE7,CBJ48479.1
Ec-01_006380,Esi_0002_0315,D7FQE8,CBJ48480.1
Ec-01_006380,Esi_0002_0317,D7FQE9,CBJ48481.1
Ec-01_006370,Esi_0002_0319,D7FQF0,CBJ48482.1
Ec-01_006360,Esi_0002_0320,D7FQF1,CBJ48483.1
Ec-01_006350,Esi_0002_0321,D7FQF2,CBJ48484.1
Ec-01_006340,Esi_0002_0323,D7FQF3,CBJ48485.1
Ec-01_006330,Esi_0002_0326,D7FQF4,CBJ48486.1
Ec-01_006320,Esi_0002_0327,D7FQF5,CBJ48487.1
Ec-01_006310,Esi_0002_0328,D7FQF6,CBJ48488.1
Ec-01_006300,Esi_0002_0329,D7FQF7,CBJ48489.1
Ec-01_006290,Esi_0002_0332,D7FQF8,CBJ48490.1
Ec-01_006280,Esi_0002_0334,D7FQF9,CBJ48491.1
Ec-01_006270,Esi_0002_0336,D7FQG0,CBJ48492.1
Ec-01_006250,Esi_0002_0338,D7FQG1,CBJ48493.1
Ec-01_006220,Esi_0002_0341,D7FQG2,CBJ48494.1
Ec-01_006200,Esi_0002_0342,D7FQG3,CBJ48495.1
Ec-01_006190,Esi_0002_0344,D7FQG4,CBJ48496.1
Ec-01_006180,Esi_0002_0345,D7FQG5,CBJ48497.1
Ec-01_006170,Esi_0002_0348,D7FQG6,CBJ48498.1
Ec-01_006160,Esi_0002_0349,D7FQG7,CBJ48499.1
Ec-01_007780,Esi_0002_0368,,
Ec-01_006970,Esi_0002_0369,,
Ec-01_006750,Esi_0002_0370,,
Ec-01_008290,Esi_0002_0375,,
Ec-01_006210,Esi_0002_0376,,
Ec-01_008090,Esi_0002_0377,,
Ec-01_008490,Esi_0002_0378,,
Ec-01_007900,Esi_0002_0379,,
Ec-01_007910,Esi_0002_0380,,
Ec-01_007710,Esi_0002_0381,,
Ec-01_007360,Esi_0002_0382,,
Ec-01_007510,Esi_0002_0383,,
Ec-01_007410,Esi_0002_0384,,
Ec-01_007380,Esi_0002_0385,,
Ec-01_007330,Esi_0002_0386,,
Ec-01_007310,Esi_0002_0387,,
Ec-01_007300,Esi_0002_0388,,
Ec-01_006900,Esi_0002_0389,,
Ec-01_006890,Esi_0002_0390,,
Ec-01_006860,Esi_0002_0391,,
Ec-01_006830,Esi_0002_0392,,
Ec-01_006790,Esi_0002_0393,,
Ec-01_006690,Esi_0002_0394,,
Ec-01_006490,Esi_0002_0395,,
Ec-01_006450,Esi_0002_0396,,
Ec-01_008320,Esi_0002_0397,,
Ec-01_006260,Esi_0002_0398,,
Ec-01_006240,Esi_0002_0399,,
Ec-01_006230,Esi_0002_0400,,
Ec-01_008300,Esi_0002_0401,,
Ec-01_008150,Esi_0002_0402,,
Ec-01_008060,Esi_0002_0403,,
Ec-01_007970,Esi_0002_0404,,
Ec-01_007790,Esi_0002_0405,,
Ec-01_008460,Esi_0002_0406,,
Ec-01_007730,Esi_0002_0407,,
Ec-01_001960,Esi_0003_0001,D7FVS5,CBJ25445.1
Ec-01_001970,Esi_0003_0002,D7FVS6,CBJ25446.1
Ec-01_001990,Esi_0003_0003,D7FVS7,CBJ25447.1
Ec-01_002000,Esi_0003_0005,D7FVS8,CBJ25448.1
Ec-01_002010,Esi_0003_0006,D7FVS9,CBJ25449.1
Ec-01_002020,Esi_0003_0009,D7FVT0,CBJ25450.1
Ec-01_002030,Esi_0003_0011,D7FVT1,CBJ25451.1
Ec-01_002040,Esi_0003_0012,D7FVT2,CBJ25452.1
Ec-01_002050,Esi_0003_0013,D7FVT3,CBJ25453.1
Ec-01_002060,Esi_0003_0016,D7FVT4,CBJ25454.1
Ec-01_002070,Esi_0003_0017,D7FVT5,CBJ25455.1
Ec-01_002080,Esi_0003_0018,D7FVT6,CBJ25456.1
Ec-01_002090,Esi_0003_0019,D7FVT7,CBJ25457.1
Ec-01_002100,Esi_0003_0020,D7FVT8,CBJ25458.1
Ec-01_002110,Esi_0003_0021,D7FVT9,CBJ25459.1
Ec-01_002120,Esi_0003_0022,D7FVU0,CBJ25460.1
Ec-01_002130,Esi_0003_0023,D7FVU1,CBJ25461.1
Ec-01_002150,Esi_0003_0025,D7FVU2,CBJ25462.1
Ec-01_002170,Esi_0003_0032,D7FVU3,CBJ25463.1
Ec-01_002180,Esi_0003_0033,D7FVU4,CBJ25464.1
Ec-01_002190,Esi_0003_0036,D7FVU5,CBJ25465.1
Ec-01_002200,Esi_0003_0039,D7FVU6,CBJ25466.1
Ec-01_002210,Esi_0003_0040,D7FVU7,CBJ25467.1
Ec-01_002220,Esi_0003_0041,D7FVU8,CBJ25468.1
Ec-01_002230,Esi_0003_0043,D7FVU9,CBJ25469.1
Ec-01_002240,Esi_0003_0045,D7FVV0,CBJ25470.1
Ec-01_002250,Esi_0003_0046,D7FVV1,CBJ25471.1
Ec-01_002260,Esi_0003_0047,D7FVV2,CBJ25472.1
Ec-01_002270,Esi_0003_0048,D7FVV3,CBJ25473.1
Ec-01_002280,Esi_0003_0050,D7FVV4,CBJ25474.1
Ec-01_002290,Esi_0003_0052,D7FVV5,CBJ25475.1
Ec-01_002300,Esi_0003_0053,D7FVV6,CBJ25476.1
Ec-01_002310,Esi_0003_0055,D7FVV7,CBJ25477.1
Ec-01_002320,Esi_0003_0057,D7FVV8,CBJ25478.1
Ec-01_002330,Esi_0003_0058,D7FVV9,CBJ25479.1
Ec-01_002340,Esi_0003_0065,D7FVW0,CBJ25480.1
Ec-01_002350,Esi_0003_0066,D7FVW1,CBJ25481.1
Ec-01_002360,Esi_0003_0067,D7FVW2,CBJ25482.1
Ec-01_002370,Esi_0003_0068,D7FVW3,CBJ25483.1
Ec-01_002380,Esi_0003_0072,D7FVW4,CBJ25484.1
Ec-01_002390,Esi_0003_0073,D7FVW5,CBJ25485.1
Ec-01_002400,Esi_0003_0075,D7FVW6,CBJ25486.1
Ec-01_002410,Esi_0003_0077,D7FVW7,CBJ25487.1
Ec-01_002420,Esi_0003_0080,D7FVW8,CBJ25488.1
Ec-01_002430,Esi_0003_0083,D7FVW9,CBJ25489.1
Ec-01_002440,Esi_0003_0084,D7FVX0,CBJ25490.1
Ec-01_002450,Esi_0003_0086,D7FVX1,CBJ25491.1
Ec-01_002460,Esi_0003_0087,D7FVX2,CBJ25492.1
Ec-01_002470,Esi_0003_0088,D7FVX3,CBJ25493.1
Ec-01_002490,Esi_0003_0089,D7FVX4,CBJ25494.1
Ec-01_002500,Esi_0003_0092,D7FVX5,CBJ25495.1
Ec-01_002520,Esi_0003_0097,D7FVX6,CBJ25496.1
Ec-01_002530,Esi_0003_0098,D7FVX7,CBJ25497.1
Ec-01_002540,Esi_0003_0099,D7FVX8,CBJ25498.1
Ec-01_002550,Esi_0003_0100,D7FVX9,CBJ25499.1
Ec-01_002570,Esi_0003_0101,D7FVY0,CBJ25500.1
Ec-01_002580,Esi_0003_0105,D7FVY1,CBJ25501.1
Ec-01_002600,Esi_0003_0107,D7FVY2,CBJ25502.1
Ec-01_002610,Esi_0003_0109,D7FVY3,CBJ25503.1
Ec-01_002620,Esi_0003_0110,D7FVY4,CBJ25504.1
Ec-01_002630,Esi_0003_0111,D7FVY5,CBJ25505.1
Ec-01_002640,Esi_0003_0113,D7FVY6,CBJ25506.1
Ec-01_002650,Esi_0003_0115,D7FVY7,CBJ25507.1
Ec-01_002660,Esi_0003_0116,D7FVY8,CBJ25508.1
Ec-01_002670,Esi_0003_0117,D7FVY9,CBJ25509.1
Ec-01_002680,Esi_0003_0119,D7FVZ0,CBJ25510.1
Ec-01_002690,Esi_0003_0120,D7FVZ1,CBJ25511.1
Ec-01_002700,Esi_0003_0122,D7FVZ2,CBJ25512.1
Ec-01_002710,Esi_0003_0123,D7FVZ3,CBJ25513.1
Ec-01_002720,Esi_0003_0129,D7FVZ4,CBJ25514.1
Ec-01_002740,Esi_0003_0132,D7FVZ5,CBJ25515.1
Ec-01_002750,Esi_0003_0133,D7FVZ6,CBJ25516.1
Ec-01_002770,Esi_0003_0134,D7FVZ7,CBJ25517.1
Ec-01_002780,Esi_0003_0136,D7FVZ8,CBJ25518.1
Ec-01_002790,Esi_0003_0139,D7FVZ9,CBJ25519.1
Ec-01_002800,Esi_0003_0141,D7FW00,CBJ25520.1
Ec-01_002810,Esi_0003_0144,D7FW01,CBJ25521.1
Ec-01_002820,Esi_0003_0145,D7FW02,CBJ25522.1
Ec-01_002830,Esi_0003_0149,D7FW03,CBJ25523.1
Ec-01_002840,Esi_0003_0151,D7FW04,CBJ25524.1
Ec-01_002870,Esi_0003_0153,D7FW05,CBJ25525.1
Ec-01_002880,Esi_0003_0155,D7FW06,CBJ25526.1
Ec-01_002890,Esi_0003_0160,D7FW07,CBJ25527.1
Ec-01_002900,Esi_0003_0161,D7FW08,CBJ25528.1
Ec-01_002910,Esi_0003_0165,D7FW09,CBJ25529.1
Ec-01_002920,Esi_0003_0166,D7FW10,CBJ25530.1
Ec-01_002930,Esi_0003_0167,D7FW11,CBJ25531.1
Ec-01_002940,Esi_0003_0169,D7FW12,CBJ25532.1
Ec-01_002950,Esi_0003_0170,D7FW13,CBJ25533.1
Ec-01_002960,Esi_0003_0174,D7FW14,CBJ25534.1
Ec-01_002970,Esi_0003_0175,D7FW15,CBJ25535.1
Ec-01_002980,Esi_0003_0176,D7FW16,CBJ25536.1
Ec-01_002990,Esi_0003_0178,D7FW17,CBJ25537.1
Ec-01_003010,Esi_0003_0180,D7FW18,CBJ25538.1
Ec-01_003020,Esi_0003_0181,D7FW19,CBJ25539.1
Ec-01_003040,Esi_0003_0183,D7FW20,CBJ25540.1
Ec-01_003050,Esi_0003_0186,D7FW21,CBJ25541.1
Ec-01_003060,Esi_0003_0187,D7FW22,CBJ25542.1
Ec-01_003080,Esi_0003_0188,D7FW23,CBJ25543.1
Ec-01_003100,Esi_0003_0189,D7FW24,CBJ25544.1
Ec-01_003110,Esi_0003_0193,D7FW25,CBJ25545.1
Ec-01_003120,Esi_0003_0194,D7FW26,CBJ25546.1
Ec-01_003130,Esi_0003_0195,D7FW27,CBJ25547.1
Ec-01_003140,Esi_0003_0196,D7FW28,CBJ25548.1
Ec-01_003150,Esi_0003_0197,D7FW29,CBJ25549.1
Ec-01_003160,Esi_0003_0199,D7FW30,CBJ25550.1
,Esi_0003_0200,D7FW31,CBJ25551.1
Ec-01_003170,Esi_0003_0203,D7FW32,CBJ25552.1
Ec-01_003180,Esi_0003_0204,D7FW33,CBJ25553.1
Ec-01_003190,Esi_0003_0205,D7FW34,CBJ25554.1
Ec-01_003210,Esi_0003_0206,D7FW35,CBJ25555.1
Ec-01_003220,Esi_0003_0207,D7FW36,CBJ25556.1
Ec-01_003230,Esi_0003_0208,D7FW37,CBJ25557.1
Ec-01_003240,Esi_0003_0209,D7FW38,CBJ25558.1
Ec-01_003250,Esi_0003_0210,D7FW39,CBJ25559.1
Ec-01_003260,Esi_0003_0214,D7FW40,CBJ25560.1
Ec-01_003290,Esi_0003_0216,D7FW41,CBJ25561.1
Ec-01_003300,Esi_0003_0217,D7FW42,CBJ25562.1
Ec-01_003310,Esi_0003_0218,D7FW43,CBJ25563.1
Ec-01_003320,Esi_0003_0219,D7FW44,CBJ25564.1
Ec-01_003330,Esi_0003_0220,D7FW45,CBJ25565.1
Ec-01_003340,Esi_0003_0221,D7FW46,CBJ25566.1
Ec-01_003350,Esi_0003_0222,D7FW47,CBJ25567.1
Ec-01_003370,Esi_0003_0224,D7FW48,CBJ25568.1
Ec-01_003380,Esi_0003_0226,D7FW49,CBJ25569.1
Ec-01_003390,Esi_0003_0234,D7FW50,CBJ25570.1
Ec-01_003400,Esi_0003_0236,D7FW51,CBJ25571.1
,Esi_0003_0238,D7FW52,CBJ25572.1
Ec-01_003410,Esi_0003_0239,D7FW53,CBJ25573.1
Ec-01_003420,Esi_0003_0241,D7FW54,CBJ25574.1
Ec-01_003440,Esi_0003_0246,D7FW55,CBJ25575.1
Ec-01_003470,Esi_0003_0263,D7FW56,CBJ25576.1
Ec-01_003480,Esi_0003_0264,D7FW57,CBJ25577.1
Ec-01_003490,Esi_0003_0265,D7FW58,CBJ25578.1
Ec-01_003500,Esi_0003_0266,D7FW59,CBJ25579.1
Ec-01_003510,Esi_0003_0269,D7FW60,CBJ25580.1
Ec-01_003520,Esi_0003_0271,D7FW61,CBJ25581.1
Ec-01_003540,Esi_0003_0273,D7FW62,CBJ25582.1
Ec-01_003550,Esi_0003_0274,D7FW63,CBJ25583.1
,Esi_0003_0276,D7FW64,CBJ25584.1
Ec-01_003560,Esi_0003_0278,D7FW65,CBJ25585.1
Ec-01_003570,Esi_0003_0279,D7FW66,CBJ25586.1
Ec-01_003590,Esi_0003_0280,D7FW67,CBJ25587.1
Ec-01_003600,Esi_0003_0281,D7FW68,CBJ25588.1
Ec-01_003610,Esi_0003_0284,D7FW69,CBJ25589.1
Ec-01_003620,Esi_0003_0285,D7FW70,CBJ25590.1
Ec-01_003630,Esi_0003_0286,D7FW71,CBJ25591.1
Ec-01_003640,Esi_0003_0287,D7FW72,CBJ25592.1
Ec-01_003650,Esi_0003_0288,D7FW73,CBJ25593.1
Ec-01_003660,Esi_0003_0292,D7FW74,CBJ25594.1
Ec-01_003670,Esi_0003_0293,D7FW75,CBJ25595.1
Ec-01_003680,Esi_0003_0295,D7FW76,CBJ25596.1
Ec-01_003690,Esi_0003_0298,D7FW77,CBJ25597.1
Ec-01_003700,Esi_0003_0302,D7FW78,CBJ25598.1
Ec-01_003710,Esi_0003_0304,D7FW79,CBJ25599.1
Ec-01_003720,Esi_0003_0305,D7FW80,CBJ25600.1
Ec-01_003730,Esi_0003_0306,D7FW81,CBJ25601.1
Ec-01_003740,Esi_0003_0309,D7FW82,CBJ25602.1
Ec-01_003750,Esi_0003_0311,D7FW83,CBJ25603.1
Ec-01_003760,Esi_0003_0312,D7FW84,CBJ25604.1
Ec-01_003770,Esi_0003_0313,D7FW85,CBJ25605.1
Ec-01_003780,Esi_0003_0314,D7FW86,CBJ25606.1
Ec-01_003790,Esi_0003_0315,D7FW87,CBJ25607.1
Ec-01_003800,Esi_0003_0317,D7FW88,CBJ25608.1
Ec-01_003810,Esi_0003_0318,D7FW89,CBJ25609.1
Ec-01_003820,Esi_0003_0319,D7FW90,CBJ25610.1
,Esi_0003_0320,D7FW91,CBJ25611.1
Ec-01_003830,Esi_0003_0321,D7FW92,CBJ25612.1
Ec-01_003840,Esi_0003_0323,D7FW93,CBJ25613.1
Ec-01_003850,Esi_0003_0324,D7FW94,CBJ25614.1
,Esi_0003_0325,D7FW95,CBJ25615.1
Ec-01_003860,Esi_0003_0328,D7FW96,CBJ25616.1
Ec-01_003870,Esi_0003_0330,D7FW97,CBJ25617.1
Ec-01_003880,Esi_0003_0332,D7FW98,CBJ25618.1
Ec-01_003890,Esi_0003_0333,D7FW99,CBJ25619.1
Ec-01_003900,Esi_0003_0334,D7FWA0,CBJ25620.1
Ec-01_003910,Esi_0003_0340,D7FWA1,CBJ25621.1
Ec-01_003920,Esi_0003_0341,D7FWA2,CBJ25622.1
Ec-01_003930,Esi_0003_0342,D7FWA3,CBJ25623.1
Ec-01_003940,Esi_0003_0344,D7FWA4,CBJ25624.1
Ec-01_003960,Esi_0003_0345,D7FWA5,CBJ25625.1
Ec-01_003970,Esi_0003_0346,D7FWA6,CBJ25626.1
,Esi_0003_0347,D7FWA7,CBJ25627.1
Ec-01_002860,Esi_0003_0367,,
